release_year,imdb_score,encoded_type,encoded_genre
2016,7.0,1,16
2015,7.1,1,3
2016,7.1,1,3
2016,7.1,0,6
2016,8.9,0,6
2016,5.6,0,14
2016,6.4,1,3
2015,5.0,1,7
2016,8.0,1,14
2015,6.0,0,8
2015,6.5,1,14
2016,4.0,1,3
2015,6.4,1,3
2015,5.8,1,3
2015,8.6,1,5
2015,7.5,1,3
2016,7.6,1,5
2016,6.6,1,12
2015,4.7,1,2
2015,4.6,0,10
2015,7.7,0,3
2015,6.8,1,3
2015,7.6,1,9
2016,6.7,1,3
2015,7.3,0,3
2015,5.4,0,3
2015,4.7,0,10
2016,6.7,1,6
2015,4.1,1,3
2015,6.1,0,6
2016,5.7,0,7
2016,6.4,0,13
2016,6.5,0,13
2016,6.0,0,4
2016,4.9,0,6
2016,4.1,0,14
2015,3.5,0,16
2016,6.9,0,3
2015,5.3,0,6
2016,3.6,0,16
2015,6.7,0,3
2016,4.6,0,16
2015,5.5,0,10
2015,6.6,0,3
2016,7.5,1,5
2016,6.1,1,6
2015,5.6,0,3
2015,7.2,1,3
2015,5.0,1,3
2016,7.1,1,3
2015,5.6,0,3
2015,5.0,0,14
2015,5.0,0,10
2016,6.6,0,14
2015,5.1,0,16
2016,5.9,0,6
2016,6.7,0,6
2016,5.9,0,6
2015,6.3,0,6
2016,7.1,0,2
2016,6.7,0,14
2016,5.1,0,6
2015,7.2,0,5
2015,6.9,0,3
2016,6.0,0,3
2015,7.9,0,3
2015,7.6,0,3
2016,4.1,0,10
2015,5.3,0,3
2015,7.9,0,5
2016,2.7,0,10
2015,7.9,1,3
2015,5.2,0,3
2015,7.2,0,3
2015,4.5,0,16
2015,7.7,1,5
2015,8.4,0,5
2016,5.8,0,3
2015,6.7,1,5
2016,6.9,0,5
2016,5.5,0,3
2016,3.7,0,16
2015,6.6,0,16
2016,4.8,0,8
2016,4.7,0,16
2016,4.5,0,3
2016,6.2,1,12
2016,7.0,0,3
2016,6.0,1,12
2016,4.2,0,16
2015,6.5,1,2
2016,6.8,0,6
2015,4.0,0,14
2016,4.6,0,13
2016,2.8,0,16
2015,4.1,0,16
2016,5.3,0,16
2016,7.6,0,6
2016,6.9,0,5
2016,4.9,0,16
2016,5.5,0,7
2015,5.7,0,14
2015,7.2,1,12
2016,6.3,0,5
2015,7.2,1,3
2016,3.6,0,8
2016,5.3,0,3
2016,8.8,1,5
2016,4.3,0,3
2015,3.3,1,3
2016,6.9,0,6
2015,6.2,0,6
2016,6.1,0,5
2015,7.4,0,6
2015,6.9,1,5
2016,5.9,0,6
2016,6.5,0,3
2015,5.2,1,6
2016,5.3,0,6
2016,5.7,0,3
2015,5.8,0,3
2016,7.5,0,6
2015,6.8,0,3
2015,6.5,0,3
2015,4.3,1,12
2016,5.8,0,3
2016,6.5,0,6
2016,6.2,0,3
2015,5.6,1,7
2016,4.4,0,10
2016,7.6,0,5
2016,7.6,0,5
2015,2.6,0,3
2015,6.0,1,14
2016,6.7,0,3
2015,4.6,0,6
2016,4.1,0,4
2015,5.4,0,3
2015,7.3,0,3
2016,6.8,1,1
2015,7.7,0,3
2015,5.4,0,13
2016,6.2,0,3
2016,6.2,0,6
2016,8.3,0,11
2016,5.7,0,13
2016,8.0,1,5
2016,5.4,0,6
2016,6.9,1,5
2015,8.0,1,5
2016,6.4,1,5
2016,8.6,1,5
2016,6.6,1,5
2016,6.4,0,2
2015,4.3,0,1
2016,6.4,0,16
2016,7.4,1,5
2016,4.7,0,16
2016,5.9,0,16
2015,7.8,0,5
2015,5.8,0,6
2016,7.0,1,5
2015,5.9,1,10
2016,4.1,0,6
2016,7.7,1,5
2016,4.8,1,3
2016,7.6,1,5
2016,4.7,0,3
2016,3.7,1,15
2016,8.0,1,5
2016,8.1,0,9
2015,8.4,1,5
2016,5.9,0,6
2016,5.6,0,5
2015,8.2,1,12
2016,4.0,0,6
2015,5.9,0,6
2015,7.3,0,5
2016,4.3,0,13
2016,6.9,1,5
2016,7.2,0,3
2015,7.1,0,5
2016,5.8,0,6
2016,5.5,0,6
2015,7.5,0,5
2015,5.5,0,6
2016,7.0,1,3
2016,5.1,0,6
2015,6.046368501529051,1,5
2016,6.8,0,3
2016,6.7,0,6
2015,7.7,1,5
2016,6.3,0,3
2015,7.9,1,5
2016,8.1,1,5
2015,7.7,0,5
2015,7.1,0,5
2016,6.9,0,3
2015,5.9,0,6
2015,7.5,0,5
2016,7.0,1,5
2015,8.4,1,5
2016,8.1,1,5
2015,5.0,0,6
2016,7.6,1,3
2016,4.0,0,16
2016,5.9,0,3
2015,7.3,1,5
2016,4.7,0,6
2016,7.2,1,5
2016,6.3,0,3
2015,8.2,0,5
2015,7.1,1,5
2016,6.8,0,3
2015,7.0,0,17
2016,7.1,0,5
2015,6.046368501529051,0,5
2016,5.7,1,14
2015,6.5,0,3
2015,6.046368501529051,0,5
2016,8.6,1,5
2016,8.0,1,5
2016,7.8,1,5
2015,8.0,1,12
2015,7.0,1,12
2015,7.4,0,6
2016,5.5,0,6
2016,8.5,0,5
2016,8.3,0,5
2016,8.2,0,5
2016,7.4,1,5
2015,6.5,0,5
2016,6.8,1,5
2015,7.1,1,5
2016,4.9,0,6
2016,7.9,1,5
2015,6.7,1,5
2015,8.0,1,5
2016,7.2,1,5
2016,6.7,1,7
2015,7.7,1,5
2015,7.6,1,5
2015,8.1,0,5
2015,7.3,1,5
2016,7.3,0,5
2015,6.046368501529051,0,7
2016,8.0,1,5
2015,8.0,1,5
2015,7.0,0,5
2016,7.8,1,5
2016,6.046368501529051,0,5
2016,6.7,0,5
2016,8.7,0,5
2016,7.5,0,5
2017,7.5,1,3
2018,6.8,0,10
2018,7.5,0,10
2017,8.0,1,3
2017,7.0,1,14
2017,7.0,1,4
2018,7.9,1,6
2018,6.9,1,1
2018,7.7,0,1
2018,5.9,1,1
2018,6.4,1,3
2017,8.3,1,4
2017,7.7,1,1
2017,6.6,0,6
2018,6.6,1,12
2018,6.7,0,14
2017,4.4,1,12
2017,5.5,0,3
2017,5.2,0,1
2018,4.9,1,12
2018,6.7,1,14
2018,7.7,1,3
2018,7.3,0,3
2018,6.6,0,10
2018,4.8,1,3
2017,5.7,0,14
2017,6.0,0,3
2018,6.3,0,6
2017,5.8,0,3
2017,6.9,1,6
2018,5.9,0,10
2018,7.1,1,6
2018,6.8,1,14
2018,6.7,1,4
2017,5.0,1,12
2018,5.1,0,6
2018,6.1,0,3
2018,4.8,0,14
2018,6.6,0,13
2018,5.8,1,7
2017,6.6,1,3
2018,4.4,0,14
2017,7.0,1,1
2018,5.3,1,12
2017,6.0,0,6
2018,5.7,0,3
2017,7.5,0,11
2017,8.9,1,6
2017,6.8,0,6
2017,6.0,0,6
2018,6.1,1,8
2018,3.3,0,16
2018,5.0,0,14
2018,5.5,1,3
2018,4.8,0,6
2017,6.6,0,3
2018,6.9,1,5
2017,8.6,1,5
2018,4.3,0,16
2017,7.7,1,5
2018,6.9,0,5
2017,3.4,1,1
2018,7.0,0,6
2018,4.8,0,3
2017,5.9,0,3
2018,5.0,1,5
2018,5.8,1,7
2017,6.7,0,13
2017,7.2,1,3
2017,8.3,1,5
2017,8.5,1,5
2018,5.5,0,14
2017,5.9,0,6
2017,6.4,1,3
2017,2.5,0,10
2017,5.5,1,12
2018,8.1,1,5
2018,6.5,0,3
2017,7.0,1,6
2017,3.6,0,10
2018,2.8,0,10
2018,4.5,0,16
2017,5.5,0,6
2017,4.2,0,14
2017,7.5,0,3
2018,4.0,0,3
2018,3.4,0,10
2018,6.6,1,16
2017,5.1,1,2
2017,5.3,0,10
2017,6.9,1,5
2017,5.5,0,16
2017,4.2,0,10
2017,7.6,1,5
2017,5.3,0,3
2017,6.7,1,6
2017,4.6,1,4
2018,6.8,0,3
2017,6.1,0,6
2017,6.3,1,14
2018,6.6,1,3
2018,9.4,1,5
2018,5.9,1,2
2018,8.3,1,5
2018,4.6,0,16
2018,8.4,1,17
2018,5.1,0,10
2017,6.8,0,5
2018,4.1,1,12
2017,6.6,0,6
2018,8.8,1,5
2017,6.9,0,6
2018,5.8,0,10
2018,4.4,0,14
2018,4.0,0,4
2018,4.3,0,16
2017,5.4,0,1
2018,3.7,0,10
2017,3.4,0,16
2018,5.2,0,10
2017,7.2,0,4
2017,8.0,1,2
2018,4.2,0,3
2017,7.3,0,6
2017,2.7,0,14
2017,4.9,0,3
2017,4.6,0,10
2017,5.9,0,7
2018,4.7,0,16
2017,6.0,1,3
2018,4.4,0,3
2017,5.5,0,6
2017,5.3,0,10
2017,6.2,0,5
2018,5.7,0,6
2017,5.4,0,8
2018,5.5,0,14
2018,5.8,0,3
2018,4.6,0,3
2018,6.1,0,6
2017,7.9,0,5
2018,4.5,0,16
2017,6.1,0,6
2017,8.1,1,9
2018,3.9,1,12
2017,5.3,0,3
2018,7.0,1,5
2018,8.9,1,5
2017,6.0,0,3
2017,5.1,0,6
2017,7.2,0,4
2018,3.4,0,16
2017,3.1,0,16
2018,6.6,0,5
2018,4.5,0,16
2017,4.8,0,6
2017,5.2,0,3
2017,4.7,0,3
2017,7.8,1,5
2018,3.1,0,16
2017,7.6,1,6
2017,7.7,0,5
2017,3.8,0,1
2018,4.9,0,6
2018,6.1,0,3
2017,2.8,0,18
2017,4.1,0,10
2018,2.2,0,10
2017,7.5,0,9
2017,4.2,0,16
2018,3.3,0,10
2018,5.2,0,3
2017,4.7,0,3
2017,6.3,0,6
2018,5.3,0,6
2017,6.0,0,4
2018,2.8,0,10
2018,5.6,0,6
2017,5.4,0,13
2018,3.9,0,6
2017,6.7,0,6
2018,8.3,1,5
2018,3.0,0,14
2017,4.5,0,10
2018,6.0,0,6
2018,6.5,0,6
2018,7.2,0,3
2017,6.9,1,2
2017,5.9,0,3
2017,4.4,0,3
2018,6.0,0,6
2017,6.6,0,6
2018,7.7,1,12
2018,3.2,0,10
2017,3.5,0,14
2017,3.0,0,16
2017,6.7,0,3
2017,5.5,0,3
2017,6.6,0,6
2018,2.4,1,2
2018,5.2,0,6
2017,5.8,1,12
2018,3.4,0,6
2018,5.3,0,3
2017,4.1,0,16
2018,4.2,0,10
2017,4.1,0,3
2017,6.6,0,6
2017,4.8,0,6
2017,4.7,0,16
2017,6.3,0,3
2018,8.1,1,8
2018,5.0,0,16
2017,6.9,1,3
2018,7.5,1,5
2017,6.8,0,6
2017,5.4,0,3
2018,5.6,0,6
2017,7.1,0,5
2018,4.6,0,3
2017,6.4,0,3
2017,4.3,1,3
2018,7.8,0,5
2018,5.4,0,16
2018,4.5,0,3
2017,8.0,0,5
2018,6.046368501529051,1,3
2018,6.1,0,8
2017,5.6,0,3
2018,5.7,0,4
2017,4.6,0,3
2017,6.0,0,3
2017,4.3,0,6
2017,6.5,0,6
2017,6.4,0,6
2017,5.1,0,16
2018,5.9,0,6
2017,5.6,1,3
2018,5.1,0,3
2018,4.0,0,1
2017,6.4,1,6
2017,4.7,0,1
2018,4.1,0,3
2017,5.4,0,6
2018,5.3,0,3
2017,6.0,1,3
2017,4.6,0,13
2018,6.6,1,4
2017,7.0,1,5
2017,6.5,1,5
2018,6.0,0,3
2018,6.1,0,6
2017,5.0,0,6
2017,4.2,0,1
2017,8.7,1,3
2018,7.4,1,3
2018,6.9,0,6
2018,4.0,0,1
2018,7.8,0,5
2017,6.0,1,3
2017,7.3,0,3
2018,4.8,0,3
2017,5.1,0,6
2018,3.7,1,12
2017,7.3,1,2
2017,6.6,0,6
2018,4.8,0,16
2018,6.046368501529051,1,5
2018,5.5,0,3
2017,4.4,0,13
2018,4.2,0,3
2018,4.2,0,6
2018,4.3,0,8
2017,8.3,1,5
2017,6.8,0,3
2017,4.8,0,3
2018,5.6,0,3
2017,7.7,0,5
2017,5.0,0,3
2017,3.4,0,1
2017,6.7,1,5
2017,7.1,1,5
2017,3.9,0,6
2017,4.1,0,6
2017,6.9,0,3
2017,4.8,0,6
2018,4.1,0,3
2017,4.9,0,16
2018,4.5,0,3
2018,4.4,0,3
2018,7.7,0,3
2017,5.2,0,3
2017,3.9,0,16
2018,6.0,0,5
2017,4.0,0,18
2018,5.5,0,6
2018,5.4,0,3
2017,4.8,0,4
2017,6.4,0,13
2017,3.5,0,16
2018,6.6,0,5
2018,7.3,0,3
2017,2.8,0,3
2017,7.1,0,9
2017,4.4,0,13
2018,8.9,1,5
2017,7.0,0,5
2018,7.9,0,5
2018,4.8,0,6
2018,3.5,0,16
2018,5.5,0,3
2018,9.1,1,12
2017,6.046368501529051,0,5
2018,6.046368501529051,0,6
2017,5.4,1,12
2017,6.046368501529051,0,5
2017,5.8,0,5
2017,4.8,0,3
2017,7.5,0,5
2018,4.4,0,3
2017,7.2,0,5
2017,3.9,0,16
2018,6.9,0,5
2017,8.0,0,15
2017,6.046368501529051,0,12
2017,5.7,0,6
2018,6.5,1,5
2017,6.4,0,5
2017,7.0,0,6
2018,8.1,1,5
2017,6.2,0,5
2017,6.046368501529051,0,5
2018,6.8,0,5
2017,6.5,0,5
2017,7.9,1,5
2017,6.046368501529051,0,5
2018,7.5,0,5
2017,6.5,0,6
2018,6.046368501529051,1,3
2020,6.5,0,14
2020,7.3,1,14
2020,5.5,1,14
2019,7.7,1,6
2020,6.7,0,16
2020,6.9,0,3
2020,6.8,1,4
2020,5.9,0,14
2019,5.8,1,14
2020,7.3,1,14
2019,8.3,1,4
2020,6.5,0,3
2019,6.7,1,13
2019,7.1,1,16
2020,7.5,1,6
2019,6.1,0,3
2019,6.3,1,2
2020,6.2,1,3
2020,6.5,0,10
2020,5.9,0,8
2019,6.7,1,1
2020,5.5,0,16
2020,5.4,0,10
2020,5.4,0,13
2019,7.2,1,3
2020,3.4,1,14
2020,5.4,0,16
2020,5.8,0,8
2020,2.1,1,2
2019,6.2,0,6
2019,7.7,1,3
2019,4.6,0,2
2020,7.0,0,5
2019,1.8,1,7
2019,5.5,0,3
2019,6.8,1,1
2020,7.4,1,4
2019,5.4,1,12
2020,5.3,0,10
2020,5.6,1,6
2019,7.7,0,3
2019,8.2,0,5
2019,5.9,1,12
2020,4.6,0,3
2019,7.4,1,3
2020,7.8,0,5
2019,5.7,1,3
2020,5.5,0,6
2019,5.5,0,16
2020,7.9,1,5
2019,4.0,1,12
2019,5.3,1,3
2019,7.5,1,11
2019,6.6,1,6
2020,4.7,0,14
2019,6.3,1,2
2019,8.5,0,5
2020,8.4,1,5
2020,7.7,0,3
2019,8.2,1,5
2020,7.1,0,5
2019,6.7,0,6
2019,5.6,0,6
2019,5.5,0,13
2019,4.6,0,1
2019,8.4,1,5
2019,6.4,1,6
2020,7.5,1,5
2019,4.1,0,10
2019,5.4,0,6
2019,5.3,0,16
2019,6.1,1,6
2019,4.3,0,6
2019,3.4,0,10
2020,7.0,0,3
2019,7.8,1,5
2019,7.2,1,5
2020,5.7,0,3
2020,6.5,1,4
2020,7.0,0,5
2020,7.8,1,5
2019,6.6,1,3
2019,7.4,1,2
2020,5.5,0,6
2019,2.4,0,10
2020,3.5,0,16
2019,4.3,0,10
2019,4.3,0,8
2019,4.3,0,10
2019,6.6,0,3
2019,4.6,0,6
2019,6.3,0,1
2019,4.3,0,13
2019,4.0,0,17
2019,5.7,0,3
2020,2.9,1,1
2019,3.3,0,16
2020,5.7,0,6
2019,7.0,0,3
2019,7.0,0,5
2019,4.3,0,3
2019,5.7,0,6
2019,5.6,0,13
2019,6.2,0,6
2020,5.2,0,3
2019,4.9,0,6
2019,5.9,0,6
2020,6.7,0,5
2020,7.3,1,12
2019,2.6,0,16
2019,6.9,1,5
2019,3.5,0,6
2019,4.8,0,6
2020,7.8,1,5
2020,6.0,1,3
2019,4.5,0,6
2019,5.6,0,1
2020,7.1,1,5
2019,4.5,0,3
2020,6.6,1,5
2019,5.1,0,3
2020,3.1,0,6
2019,5.1,0,6
2019,7.0,0,3
2020,7.4,0,5
2020,5.3,1,5
2019,4.7,0,3
2019,5.5,0,3
2019,8.5,1,5
2020,7.2,0,5
2020,5.6,0,1
2019,7.7,1,5
2019,8.8,1,5
2019,6.4,0,6
2019,5.8,0,6
2019,7.4,1,5
2020,5.5,0,8
2019,7.3,1,5
2020,5.2,0,3
2019,7.8,0,6
2020,3.9,0,3
2019,5.3,0,3
2019,4.8,0,6
2019,5.7,0,3
2019,7.3,0,5
2020,4.7,1,5
2019,5.2,0,3
2019,6.4,0,6
2019,5.3,0,6
2019,6.2,0,3
2019,5.6,0,11
2019,2.9,0,7
2020,4.3,0,4
2020,7.4,0,3
2019,8.0,1,2
2019,4.6,0,16
2019,8.1,1,5
2020,2.1,1,12
2019,3.2,0,10
2020,6.046368501529051,0,5
2019,5.3,0,16
2019,4.2,0,6
2019,5.7,0,18
2019,7.8,1,5
2019,6.3,1,7
2019,7.7,0,5
2019,6.9,0,5
2020,7.4,0,3
2019,6.7,0,5
2019,3.8,0,16
2019,4.0,0,3
2020,6.1,0,5
2019,5.9,0,6
2019,5.7,0,5
2019,6.8,0,3
2020,4.6,0,3
2020,6.9,0,3
2020,6.8,0,3
2020,6.5,0,5
2019,4.6,0,6
2019,7.3,1,5
2019,6.046368501529051,0,5
2020,5.4,0,5
2019,6.8,1,5
2019,7.3,0,5
2020,6.3,0,5
2019,6.6,0,1
2020,6.1,0,9
2019,6.0,1,12
2019,7.2,1,5
2019,6.9,0,5
2019,6.046368501529051,0,5
2022,8.4,1,6
2022,6.5,0,1
2022,7.1,1,14
2021,8.8,1,18
2022,8.1,1,14
2022,7.0,0,3
2021,7.7,1,3
2022,6.1,1,14
2021,7.2,0,14
2022,6.4,0,16
2021,5.3,0,1
2021,7.1,0,4
2021,5.9,0,8
2021,5.4,0,14
2021,5.0,1,4
2021,5.4,0,10
2021,6.1,0,3
2021,5.9,0,2
2022,5.1,1,3
2021,6.1,1,6
2022,5.9,1,6
2021,5.6,0,16
2021,7.0,1,12
2021,5.0,0,3
2021,5.4,0,10
2022,5.8,0,13
2021,6.5,1,3
2021,6.3,1,4
2021,7.0,0,5
2022,4.8,1,12
2021,6.8,1,3
2021,5.2,0,16
2021,7.2,1,8
2021,6.1,0,4
2021,7.5,0,3
2021,5.6,0,3
2022,7.6,1,2
2021,8.2,1,12
2021,3.9,0,10
2022,6.8,1,12
2022,6.8,0,6
2021,5.7,0,4
2021,8.7,1,5
2021,3.7,1,7
2022,6.046368501529051,1,4
2021,6.8,1,6
2021,5.4,0,3
2021,6.8,1,3
2022,2.7,1,3
2021,8.1,0,11
2021,7.6,0,3
2021,7.8,0,3
2021,5.3,1,3
2021,1.7,0,6
2021,7.3,0,3
2021,7.2,0,5
2021,7.3,0,5
2021,6.7,1,12
2021,7.9,1,5
2021,7.0,1,11
2021,6.1,0,14
2021,3.9,0,3
2021,7.9,1,4
2022,9.4,0,5
2021,5.2,0,3
2021,7.3,1,5
2021,5.2,0,11
2021,3.5,1,3
2021,8.2,0,5
2021,6.7,0,11
2021,5.8,0,16
2021,5.4,1,4
2022,6.046368501529051,1,11
2021,7.3,0,5
2021,8.9,1,5
2021,4.7,1,12
2021,6.3,0,5
2021,8.8,0,5
2021,5.1,1,2
2021,5.6,0,5
2021,7.5,0,5
2021,5.3,0,16
2021,2.3,1,3
2021,6.046368501529051,0,5
2021,5.5,0,5
2021,6.046368501529051,0,5
2021,7.6,0,5
2021,6.046368501529051,1,5
2021,7.7,0,5
2021,5.4,1,12
2021,4.6,0,5
